0,1,2,3,4,5,6,7,8,9,10,11
2026/03/03,07:30,0.0,,35625,,10.79,,0.0,,30.8,
2026/03/03,07:40,0.0,,35656,,10.21,,0.0,,30.9,
2026/03/03,07:50,0.0,,35668,,11.51,,0.0,,30.9,
2026/03/03,08:00,0.0,,35668,,11.51,,0.0,,30.9,
2026/03/03,08:10,0.0,,35668,,11.51,,0.0,,30.9,
2026/03/03,08:20,0.6,,35668,,10.21,,0.0,,30.9,
2026/03/03,08:30,0.0,,35711,,10.93,,0.0,,30.9,
2026/03/03,08:40,0.0,,35711,,11.51,,0.0,,30.9,
2026/03/03,08:50,0.0,,35711,,11.51,,0.0,,30.9,
2026/03/03,09:00,0.0,,35711,,10.79,,0.0,,30.9,
2026/03/03,09:10,0.0,,35742,,10.36,,0.0,,30.9,
2026/03/03,09:20,0.0,,35755,,11.51,,0.0,,31.0,
2026/03/03,09:30,0.0,,35755,,11.51,,0.0,,31.0,
2026/03/03,09:40,0.6,,35755,,11.51,,0.0,,31.0,
2026/03/03,09:50,0.0,,35786,,10.93,,0.0,,31.0,
2026/03/03,10:00,0.4,,35798,,10.93,,0.0,,31.0,
2026/03/03,10:10,0.0,,35798,,11.51,,0.0,,31.0,
2026/03/03,10:20,0.0,,35798,,11.51,,0.0,,31.0,
2026/03/03,10:30,0.0,,35798,,11.51,,0.0,,31.0,
2026/03/03,10:40,0.0,,35810,,10.5,,0.0,,31.0,
2026/03/03,10:50,0.0,,35841,,11.08,,0.0,,31.0,
2026/03/03,11:00,0.6,,35841,,11.51,,0.0,,31.0,
2026/03/03,11:10,0.0,,35854,,11.51,,0.0,,31.0,
2026/03/03,11:20,0.0,,35854,,11.51,,0.0,,31.0,
2026/03/03,11:30,0.0,,35854,,10.5,,0.0,,31.0,
2026/03/03,11:40,0.0,,35885,,11.51,,0.0,,31.1,
2026/03/03,11:50,0.0,,35885,,11.51,,0.0,,31.1,
2026/03/03,12:00,0.0,,35897,,11.51,,0.0,,31.1,
2026/03/03,12:10,0.6,,35928,,11.08,,0.0,,31.1,
2026/03/03,12:20,0.4,,35928,,11.37,,0.0,,31.1,
2026/03/03,12:30,0.0,,35928,,11.51,,0.0,,31.1,
2026/03/03,12:40,0.0,,35928,,11.51,,0.0,,31.1,
2026/03/03,12:50,0.0,,35940,,11.51,,0.0,,31.1,
2026/03/03,13:00,0.0,,35940,,10.93,,0.0,,31.1,
2026/03/03,13:10,0.0,,35971,,11.22,,0.0,,31.1,
2026/03/03,13:20,0.0,,35971,,11.51,,0.0,,31.1,
2026/03/03,13:30,0.0,,35984,,11.51,,0.0,,31.2,
2026/03/03,13:40,0.0,,36016,,11.51,,0.0,,31.2,
2026/03/03,13:50,0.0,,35984,,10.65,,0.0,,31.2,
2026/03/03,14:00,0.0,,36016,,11.37,,0.0,,31.2,
2026/03/03,14:10,0.0,,36028,,11.51,,0.0,,31.2,
2026/03/03,14:20,0.6,,36028,,11.8,,0.0,,31.2,
2026/03/03,14:30,0.0,,36028,,10.93,,0.0,,31.2,
2026/03/03,14:40,0.0,,36059,,10.93,,0.0,,31.2,
2026/03/03,14:50,0.0,,36059,,11.22,,0.0,,31.2,
2026/03/03,15:00,0.0,,36059,,11.51,,0.0,,31.2,
2026/03/03,15:10,1.0,,36071,,11.22,,0.0,,31.2,
2026/03/03,15:20,0.0,,36102,,10.21,,0.0,,31.3,
2026/03/03,15:30,0.0,,36071,,10.93,,0.0,,31.2,
2026/03/03,15:40,0.0,,36102,,11.37,,0.0,,31.3,
2026/03/03,15:50,0.0,,36102,,11.37,,0.0,,31.3,
2026/03/03,16:00,0.0,,36102,,10.65,,0.0,,31.3,
2026/03/03,16:10,0.0,,36133,,10.79,,0.0,,31.3,
2026/03/03,16:20,0.0,,36133,,10.79,,0.0,,31.3,
2026/03/03,16:30,0.0,,36121,,11.51,,0.0,,31.3,
2026/03/03,16:40,0.0,,36121,,11.08,,0.0,,31.3,
2026/03/03,16:50,0.0,,36152,,10.65,,0.0,,31.3,
2026/03/03,17:00,0.0,,36140,,11.22,,0.0,,31.3,
2026/03/03,17:10,0.0,,36127,,11.37,,0.0,,31.3,
2026/03/03,17:20,0.0,,36115,,11.37,,0.0,,31.3,
2026/03/03,17:30,0.6,,36103,,11.08,,0.0,,31.3,
2026/03/03,17:40,0.0,,36121,,10.36,,0.0,,31.3,
2026/03/03,17:50,0.0,,36109,,10.79,,0.0,,31.3,
